"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"6/5/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5628_ANHU"
"2/7/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3856_ANHU"
"2/25/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1344_ANHU"
"3/10/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4894_ANHU"
"5/23/2005","Released","Lindsey","No","Selasphorus","unknown","Nestling",1,"Spring","nest-related","Selasphorus spp.","2888_ALHU"
"5/15/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","97_ANHU"
"4/9/1991","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","64_ALHU"
"5/12/2000","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1823_ANHU"
"5/7/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Non-selasphorus spp.","835_ANHU"
"3/17/2014","Died","malibu","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","6063_ANHU"
"6/1/2013","Released","malibu","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5821_ANHU"
"6/21/1995","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","876_ALHU"
"5/13/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5606_ANHU"
"6/4/2014","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","6256_ANHU"
"4/12/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1377_ANHU"
"5/17/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","3731_ANHU"
"4/23/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4701_ANHU"
"6/11/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6787_ALHU"
"9/30/2016","Died","Santa Barbara","No","Non-selasphorus","unknown","Nestling",0,"Fall","unknown","Non-selasphorus spp.","6930_ANHU"
"9/21/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6925_ANHU"
"8/23/2008","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","3565_ALHU"
"3/14/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6365_ALHU"
"4/2/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3452_ANHU"
"7/1/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",18,"Summer","unknown","Selasphorus spp.","6010_ALHU"
"9/14/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5710_ANHU"
"4/19/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",11,"Spring","suspect torpor-like state","Non-selasphorus spp.","1028_ANHU"
"1/15/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","6839_ANHU"
"5/28/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4737_ANHU"
"8/2/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","6912_ANHU"
"3/29/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2005_ANHU"
"8/1/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","160_ANHU"
"3/15/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","397_ANHU"
"3/6/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","1973_ANHU"
"11/30/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1138_ANHU"
"10/1/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4572_ANHU"
"4/13/2011","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","4169_ANHU"
"3/11/2013","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4637_ANHU"
"3/15/2016","Released","malibu","No","ANHU","Female-like ","adult-like",-62,"Spring","nest-related","Non-selasphorus spp.","6715_ANHU"
"7/12/1994","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",2,"Summer","nest-related","Selasphorus spp.","702_ALHU"
"8/7/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","4046_ANHU"
"4/11/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2852_ANHU"
"6/29/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3544_ANHU"
"4/7/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1013_ANHU"
"11/13/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","4074_ANHU"
"2/27/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2397_ANHU"
"4/25/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","264_ANHU"
"5/7/2002","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",1,"Spring","found on the ground","Selasphorus spp.","2234_ALHU"
"8/15/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","166_ANHU"
"8/11/2001","Released","Lindsey","No","BCHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2110_BCHU"
"5/9/2013","Released","malibu","No","ANHU","Female-like ","adult-like",2,"Spring","unknown","Non-selasphorus spp.","5937_ANHU"
"7/19/1996","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","unknown","Selasphorus spp.","1105_ALHU"
"6/4/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","856_ANHU"
"4/10/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1791_ANHU"
"6/22/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",7,"Summer","nest-related","Selasphorus spp.","5862_ALHU"
"5/30/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2264_ANHU"
"5/11/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2688_ANHU"
"2/14/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2154_ANHU"
"11/8/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","window hit","Non-selasphorus spp.","5124_ANHU"
"1/18/2016","Died","malibu","Yes","Selasphorus","Male","adult-like",3,"Winter","found on the ground","Selasphorus spp.","6620_ALHU"
"2/9/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2604_ANHU"
"4/10/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","810_ANHU"
"3/25/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","227_ANHU"
"7/25/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5421_ANHU"
"5/29/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4227_ANHU"
"5/29/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","2705_ANHU"
"3/9/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","2811_ANHU"
"6/9/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","1071_ANHU"
"9/21/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2766_ANHU"
"3/29/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","4665_ANHU"
"3/6/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","4628_ANHU"
"7/9/1994","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","698_ALHU"
"4/6/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6522_ALHU"
"2/22/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5503_ANHU"
"4/26/1992","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","caught by domestic animal","Selasphorus spp.","266_ALHU"
"5/7/2009","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","3722_ALHU"
"3/22/2013","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","4654_ALHU"
"6/19/2000","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","1859_ALHU"
"3/5/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","2169_ANHU"
"4/20/1999","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","1601_ALHU"
"6/4/2012","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","4486_ANHU"
"7/1/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","6011_ALHU"
"4/20/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4180_ANHU"
"5/5/1993","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","460_ANHU"
"5/11/1995","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","840_ALHU"
"1/17/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2589_ANHU"
"6/3/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Summer","unknown","Selasphorus spp.","5827_ALHU"
"8/26/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","173_ANHU"
"5/30/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","480_ANHU"
"7/11/2012","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4525_ANHU"
"10/30/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found inside","Non-selasphorus spp.","5724_ANHU"
"5/1/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3941_ANHU"
"3/8/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5518_ANHU"
"5/30/2014","Released","malibu","No","Selasphorus","unknown","Nestling",2,"Spring","unknown","Selasphorus spp.","6251_ALHU"
"2/2/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","4601_ANHU"
"1/25/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2596_ANHU"
"12/2/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","3387_ANHU"
"4/8/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","5571_ANHU"
"6/10/2015","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","5373_ANHU"
"3/19/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5922_ALHU"
"3/21/2016","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6681_ANHU"
"12/6/2008","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3590_ANHU"
"4/5/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2846_ANHU"
"1/30/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3196_ANHU"
"12/12/2013","Released","Lindsey","Yes","ANHU","Male","adult-like",3,"Winter","suspect torpor-like state","Non-selasphorus spp.","4846_ANHU"
"1/5/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","739_ANHU"
"3/7/2006","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3020_ANHU"
"6/1/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","483_ANHU"
"4/14/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4694_ANHU"
"2/2/2005","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","2793_ANHU"
"7/4/2011","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","4270_ANHU"
"5/22/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5331_ANHU"
"4/9/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3247_ANHU"
"3/16/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3430_ANHU"
"5/23/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","6878_ANHU"
"6/27/2012","Died","Lindsey","No","ANHU","Male","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","4513_ANHU"
"4/1/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","caught by domestic animal","Non-selasphorus spp.","2836_ANHU"
"6/8/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",5,"Summer","unknown","Non-selasphorus spp.","1847_ANHU"
"9/3/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","4561_ANHU"
"11/6/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","3833_ANHU"
"3/13/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3429_ANHU"
"7/12/1993","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","521_ANHU"
"10/11/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3821_ANHU"
"6/4/2016","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5627_ANHU"
"3/3/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3210_ANHU"
"2/27/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3209_ANHU"
"4/15/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","1023_ANHU"
"4/12/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","2656_ANHU"
"8/9/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","1489_ANHU"
"5/4/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1043_ANHU"
"6/14/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","123_ANHU"
"2/14/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2798_ANHU"
